Census year,Block ID,Property ID,Base property ID,Building address,CLUE small area,Trading name,Business address,Number of patrons,Longitude,Latitude,location
2017,42,105392,105392,120-138 King Street MELBOURNE 3000,Melbourne (CBD),El Coco,"Part Ground , 120 King Street MELBOURNE 3000",500,144.95640730085,-37.81703244725573,"-37.81703244725573, 144.95640730085"
2017,48,101116,101116,79-85 Bourke Street MELBOURNE 3000,Melbourne (CBD),Good Heavens,"Level 2, 79-0 Bourke Street MELBOURNE 3000",400,144.97103973560002,-37.81218018337256,"-37.81218018337256, 144.97103973560002"
2017,48,503031,503031,19-23 Meyers Place MELBOURNE 3000,Melbourne (CBD),Loop Project Space & Bar,"Ground , 19-23 Meyers Place MELBOURNE 3000",152,144.97210850771285,-37.812152294499995,"-37.812152294499995, 144.97210850771285"
2017,55,101193,101193,338-352 Bourke Street MELBOURNE 3000,Melbourne (CBD),Alto Events,"Part Level 3, 338-352 Bourke Street MELBOURNE 3000",400,144.96328859745,-37.813603510656634,"-37.813603510656634, 144.96328859745"
2017,56,101202,101202,206-218 Bourke Street MELBOURNE 3000,Melbourne (CBD),VS Sports Bar,"Part Level 2, 206 Bourke Street MELBOURNE 3000",80,144.96687115185,-37.81267380947152,"-37.81267380947152, 144.96687115185"
2017,1105,628712,628712,717-731 Collins Street DOCKLANDS 3008,Docklands,Bar Nicional,"Tenancy 47, Ground , 727 Collins Street DOCKLANDS 3008",75,144.95011811232098,-37.82070279135,"-37.82070279135, 144.95011811232098"
2018,11,103984,103984,566-580 Flinders Street MELBOURNE 3000,Melbourne (CBD),UBar,8 Flinders Street MELBOURNE 3000,128,144.95533640614002,-37.82071127185,"-37.82071127185, 144.95533640614002"
2018,17,103922,103922,95-101 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Garden State Hotel,95-101 Flinders Lane MELBOURNE 3000,840,144.97109866785,-37.8155271957592,"-37.8155271957592, 144.97109866785"
2018,23,106436,106436,54-60 Market Street MELBOURNE 3000,Melbourne (CBD),Oak & Vine Bar,"Unit 1, Ground , 60 Market Street MELBOURNE 3000",370,144.9608187218783,-37.817777314249994,"-37.817777314249994, 144.9608187218783"
2018,27,597183,102071,121-131 Collins Street MELBOURNE 3000,Melbourne (CBD),Spice Market,"Part LwrGround , 121-131 Collins Street MELBOURNE 3000",800,144.96980796645528,-37.81511565165,"-37.81511565165, 144.96980796645528"
2018,35,102141,102141,280-292 Collins Street MELBOURNE 3000,Melbourne (CBD),The Charles Dickens Tavern,"Part Basement , 290 Collins Street MELBOURNE 3000",450,144.96434075395388,-37.81552770375,"-37.81552770375, 144.96434075395388"
2018,35,558610,558610,256 Collins Street MELBOURNE 3000,Melbourne (CBD),The Butterfly Club,"Level 1, 256 Collins Street MELBOURNE 3000",190,144.96529077485002,-37.815523727614426,"-37.815523727614426, 144.96529077485002"
2018,43,105954,105954,422-428 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Little Red Pocket,"Front Mezzanine , 422 Little Collins Street MELBOURNE 3000",200,144.960326283,-37.81590751060847,"-37.81590751060847, 144.960326283"
2018,43,108068,108068,111-129 Queen Street MELBOURNE 3000,Melbourne (CBD),CQ Bar,"Ground , 113 Queen Street MELBOURNE 3000",100,144.96063605148169,-37.81581228795,"-37.81581228795, 144.96063605148169"
2018,45,105960,105960,318-322 Little Collins Street MELBOURNE 3000,Melbourne (CBD),New Guernica,"Level 2, 318-322 Little Collins Street MELBOURNE 3000",380,144.96400961705,-37.814886608596126,"-37.814886608596126, 144.96400961705"
2018,57,101221,101221,94-96 Bourke Street MELBOURNE 3000,Melbourne (CBD),The Elephant and Wheelbarrow,94-96 Bourke Street MELBOURNE 3000,450,144.97024358695,-37.81191580692429,"-37.81191580692429, 144.97024358695"
2018,57,106433,106433,18-24 Market Lane MELBOURNE 3000,Melbourne (CBD),Ding Dong Lounge,"Level 1, 18 Market Lane MELBOURNE 3000",300,144.96940300382883,-37.8117510903,"-37.8117510903, 144.96940300382883"
2018,58,105657,105657,21 Liverpool Street MELBOURNE 3000,Melbourne (CBD),Double Happiness Bar / New Gold Mountain,21 Liverpool Street MELBOURNE 3000,164,144.97126461016583,-37.81118096195,"-37.81118096195, 144.97126461016583"
2018,85,109304,109304,301-303 Swanston Street MELBOURNE 3000,Melbourne (CBD),Cheek,"Level 1, 301 Swanston Street MELBOURNE 3000",98,144.96419264487724,-37.8110777883,"-37.8110777883, 144.96419264487724"
2018,87,108567,108567,300 Russell Street MELBOURNE 3000,Melbourne (CBD),Jankara Karaoke,"Ground , 300 Russell Street MELBOURNE 3000",80,144.96690504910487,-37.80951656,"-37.80951656, 144.96690504910487"
2018,115,104103,104103,34-38 Franklin Street MELBOURNE 3000,Melbourne (CBD),Captain Melville,34-38 Franklin Street MELBOURNE 3000,355,144.96162023070002,-37.8075189651329,"-37.8075189651329, 144.96162023070002"
2018,268,108154,108153,49 Rathdowne Street CARLTON 3053,Carlton,Epocha Restaurant,49 Rathdowne Street CARLTON 3053,124,144.9685622356859,-37.8057719265,"-37.8057719265, 144.9685622356859"
2018,358,109829,109829,312-316 Victoria Street NORTH MELBOURNE 3051,North Melbourne,Victoria Hotel,312-316 Victoria Street NORTH MELBOURNE 3051,130,144.9557051054865,-37.8056323443,"-37.8056323443, 144.9557051054865"
2018,361,109842,109842,240-248 Victoria Street NORTH MELBOURNE 3051,North Melbourne,Central Club Hotel,240-248 Victoria Street NORTH MELBOURNE 3051,150,144.95812262449067,-37.80591122785,"-37.80591122785, 144.95812262449067"
2018,803,597190,110477,8 Whiteman Street SOUTHBANK 3006,Southbank,Club 23,8 Whiteman Street SOUTHBANK 3006,450,144.9583356388194,-37.823161595550005,"-37.823161595550005, 144.9583356388194"
2018,806,110343,640947,27-45 Whiteman Street SOUTHBANK 3006,Southbank,Kingpin Bowling Crown / Playtime,27 Whiteman Street SOUTHBANK 3006,347,144.95844223381087,-37.825404033,"-37.825404033, 144.95844223381087"
2018,1104,576024,576023,747-757 Bourke Street DOCKLANDS 3008,Docklands,The Nixon Hotel,749 Bourke Street DOCKLANDS 3008,300,144.94799200964053,-37.8193808754,"-37.8193808754, 144.94799200964053"
2018,1109,560004,560004,24-42 Newquay Promenade DOCKLANDS 3008,Docklands,Solidaire Victoria,28 Newquay Promenade DOCKLANDS 3008,321,144.9421704720731,-37.81436129865,"-37.81436129865, 144.9421704720731"
2018,2530,616125,616125,25-27 Rankins Road KENSINGTON 3031,Kensington,Flemington & Kensington RSL Club,25-27 Rankins Road KENSINGTON 3031,90,144.93219505219955,-37.7893223501,"-37.7893223501, 144.93219505219955"
2019,14,103172,103172,31-39 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),The Joint Bar,"Level 1, 35 Elizabeth Street MELBOURNE 3000",329,144.96433442319747,-37.81742176045,"-37.81742176045, 144.96433442319747"
2019,46,108537,108537,131-141 Russell Street MELBOURNE 3000,Melbourne (CBD),QT Melbourne,133-141 Russell Street MELBOURNE 3000,885,144.96783665800314,-37.81342912795,"-37.81342912795, 144.96783665800314"
2019,48,105968,105968,62-66 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Magic Mountain Saloon,62-66 Little Collins Street MELBOURNE 3000,285,144.971441857,-37.81280974337804,"-37.81280974337804, 144.971441857"
2019,61,105858,105858,590-592 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),Holey Moley Golf Club,590-592 Little Bourke Street MELBOURNE 3000,700,144.95469881445,-37.81533849869275,"-37.81533849869275, 144.95469881445"
2019,66,635138,635138,13 Heffernan Lane MELBOURNE 3000,Melbourne (CBD),Union Electric,13 Heffernan Lane MELBOURNE 3000,100,144.9665916738665,-37.8118017467,"-37.8118017467, 144.9665916738665"
2019,72,110106,110106,263-267 William Street MELBOURNE 3000,Melbourne (CBD),Metropolitan Hotel,263-267 William Street MELBOURNE 3000,300,144.95658352206044,-37.812923770050006,"-37.812923770050006, 144.95658352206044"
2019,96,606638,105490,124 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Pearson and Murphy's Cafe,"Part Ground , 124 La Trobe Street MELBOURNE 3000",156,144.9645886948187,-37.80821791505,"-37.80821791505, 144.9645886948187"
2019,97,105493,105493,52 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Karaoke Box,52 La Trobe Street MELBOURNE 3000,300,144.96724634790002,-37.80828526461921,"-37.80828526461921, 144.96724634790002"
2019,104,103219,103219,413-417 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Workshop,"Level 1, 413-417 Elizabeth Street MELBOURNE 3000",230,144.9605217744215,-37.80918733525,"-37.80918733525, 144.9605217744215"
2019,752,108653,110733,Theatres 100 St Kilda Road SOUTHBANK VIC 3006,Southbank,The Barre,Part ground 100 St Kilda Road SOUTHBANK VIC 3006,300,144.96817034075002,-37.82094204031448,"-37.82094204031448, 144.96817034075002"
2019,803,111175,110477,Crown Entertainment Complex 8 Whiteman Street SOUTHBANK VIC 3006,Southbank,Lumia Bar,"Shop 73, Ground 8 Whiteman Street SOUTHBANK VIC 3006",140,144.95832993123923,-37.823161595550005,"-37.823161595550005, 144.95832993123923"
2019,803,111175,110477,Crown Entertainment Complex 8 Whiteman Street SOUTHBANK VIC 3006,Southbank,R Bar by Rockpool,"Shop 3, Ground 8 Whiteman Street SOUTHBANK VIC 3006",555,144.95832993123923,-37.823161595550005,"-37.823161595550005, 144.95832993123923"
2019,861,102503,102503,161-173 Domain Road SOUTH YARRA VIC 3141,South Yarra,Botanical Hotel,169 Domain Road SOUTH YARRA VIC 3141,245,144.98170002123896,-37.83431689595,"-37.83431689595, 144.98170002123896"
2020,27,102064,102064,69-73 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Harley House,Basement 71 Collins Street MELBOURNE VIC 3000,210,144.97134923095,-37.81434422060704,"-37.81434422060704, 144.97134923095"
2020,37,102158,102158,86-88 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Indu & Mejico,86A Collins Street MELBOURNE VIC 3000,290,144.97058439059998,-37.81393676506883,"-37.81393676506883, 144.97058439059998"
2020,43,108069,108069,131-141 Queen Street MELBOURNE VIC 3000,Melbourne (CBD),The Turf Bar & Restaurant,"Unit 1, LwrGround 131 Queen Street MELBOURNE VIC 3000",527,144.9605335688197,-37.8154953765,"-37.8154953765, 144.9605335688197"
2020,46,101130,101130,193-199 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),The Carlton Hotel,Levels 1-4  and Rooftop 193-199 Bourke Street MELBOURNE VIC 3000,366,144.9676457082,-37.81320441548179,"-37.81320441548179, 144.9676457082"
2020,56,108538,108538,163-169 Russell Street MELBOURNE VIC 3000,Melbourne (CBD),Sky Lounge KTV,Level 1 163-165 Russell Street MELBOURNE VIC 3000,300,144.9676472887188,-37.8124662829,"-37.8124662829, 144.9676472887188"
2020,67,105679,105679,131-137 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),True Colour Lounge,Part Level 1 128-130 Little Bourke Street MELBOURNE VIC 3000,170,144.96851480934998,-37.810927165145536,"-37.810927165145536, 144.96851480934998"
2020,85,109302,109302,281-287 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),Bornga,Level 1 258 Lonsdale Street MELBOURNE VIC 3000,40,144.9643588506305,-37.81143183285,"-37.81143183285, 144.9643588506305"
2020,103,100160,100160,196-200 A'Beckett Street MELBOURNE VIC 3000,Melbourne (CBD),Nomads Melbourne,196-200 A'Beckett Street MELBOURNE VIC 3000,200,144.9574428265,-37.809991913454375,"-37.809991913454375, 144.9574428265"
2020,105,109318,109318,427-457 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),The Oxford Scholar Hotel,Oxford Scholar Hotel 427 Swanston Street MELBOURNE VIC 3000,700,144.9626891397,-37.808263981964075,"-37.808263981964075, 144.9626891397"
2020,115,104103,104103,Mac's Hotel 34-38 Franklin Street MELBOURNE VIC 3000,Melbourne (CBD),Captain Melville,Mac's Hotel 34-38 Franklin Street MELBOURNE VIC 3000,355,144.96162023070002,-37.8075189651329,"-37.8075189651329, 144.96162023070002"
2020,204,101613,101613,377-391 Cardigan Street CARLTON VIC 3053,Carlton,Clyde Hotel,377-391 Cardigan Street CARLTON VIC 3053,239,144.9657543198,-37.797255387330154,"-37.797255387330154, 144.9657543198"
2020,215,108202,108202,415-421 Rathdowne Street CARLTON VIC 3053,Carlton,Capitano,415-421 Rathdowne Street CARLTON VIC 3053,100,144.9704268719,-37.796520432794665,"-37.796520432794665, 144.9704268719"
2020,247,106238,106238,192-202 Lygon Street CARLTON VIC 3053,Carlton,Players On Lygon,Ground 200 Lygon Street CARLTON VIC 3053,200,144.9670957190233,-37.80246411715,"-37.80246411715, 144.9670957190233"
2020,362,109843,109843,232-238 Victoria Street MELBOURNE VIC 3000,North Melbourne,The Last Chance Rock & Roll Bar,238 Victoria Street MELBOURNE VIC 3000,180,144.95858734808553,-37.80593323965,"-37.80593323965, 144.95858734808553"
2020,803,111175,110477,Crown Entertainment Complex 8 Whiteman Street SOUTHBANK VIC 3006,Southbank,Velvet Bar,Part Casino 8 Whiteman Street SOUTHBANK VIC 3006,200,144.95832993123923,-37.823161595550005,"-37.823161595550005, 144.95832993123923"
2020,804,692410,110484,Novotel Melbourne South Wharf Hotel 7 Convention Centre Place SOUTH WHARF VIC 3006,Southbank,Novotel Melbourne South Wharf,Novotel Melbourne South Wharf Hotel 7 Convention Centre Place SOUTH WHARF VIC 3006,50,144.95231930285,-37.82542998795,"-37.82542998795, 144.95231930285"
2020,1109,601809,593728,East Building Newquay Central 425-427 Docklands Drive DOCKLANDS VIC 3008,Docklands,Waterfront Venues Melbourne,"Suite 2, Level 1 78 Newquay Promenade DOCKLANDS VIC 3008",1059,144.93958160663215,-37.8152440667,"-37.8152440667, 144.93958160663215"
2021,6,578321,573333,Atrium Federation Square 2 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),Icebar Melbourne,"Tenancy 15, Atrium Federation Square 2 Swanston Street MELBOURNE VIC 3000",166,144.96994164279243,-37.817777826050005,"-37.817777826050005, 144.96994164279243"
2021,6,578327,573333,"Tenancy 18, Zinc 2 Swanston Street MELBOURNE VIC 3000",Melbourne (CBD),Zinc at Federation Square,"Tenancy 18, Zinc 2 Swanston Street MELBOURNE VIC 3000",1000,144.96994164279243,-37.817777826050005,"-37.817777826050005, 144.96994164279243"
2021,48,101113,101113,59-63 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Club Jankara,Level 2 59-63 Bourke Street MELBOURNE VIC 3000,150,144.9715655659,-37.81212342700134,"-37.81212342700134, 144.9715655659"
2021,48,101116,101116,79-85 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Good Heavens,Level 2 79 Bourke Street MELBOURNE VIC 3000,400,144.97103973560002,-37.81218018337256,"-37.81218018337256, 144.97103973560002"
2022,37,709874,102161,101-107 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),The Next Hotel Melbourne,103 Little Collins Street MELBOURNE VIC 3000,321,144.9706863215771,-37.81363930815,"-37.81363930815, 144.9706863215771"
2022,46,101130,101130,193-199 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),The Carlton Hotel,"Levels 1,2 & 4 193-199 Bourke Street MELBOURNE VIC 3000",366,144.9676457082,-37.81320441548179,"-37.81320441548179, 144.9676457082"
2022,46,105963,105963,Council House 196-212 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),The Luwow,212 Little Collins Street MELBOURNE VIC 3000,50,144.96715296055,-37.813901255761195,"-37.813901255761195, 144.96715296055"
2022,51,108963,108963,672-696 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Mail Exchange Hotel,Part Basement 688 Bourke Street MELBOURNE VIC 3000,600,144.95359044056096,-37.8166305854,"-37.8166305854, 144.95359044056096"
2022,57,101221,101221,94-96 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),The Elephant and Wheelbarrow,94-96 Bourke Street MELBOURNE VIC 3000,450,144.97024358695,-37.81191580692429,"-37.81191580692429, 144.97024358695"
2022,58,101238,101238,The Imperial Hotel 2-8 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Imperial Hotel,The Imperial Hotel 2-8 Bourke Street MELBOURNE VIC 3000,894,144.9726756216,-37.81120076789737,"-37.81120076789737, 144.9726756216"
2022,64,105704,105704,377-381 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Trapt Bar & Escape Rooms,"Unit 1, 377 Lonsdale Street MELBOURNE VIC 3000",331,144.96145448655,-37.8128794732693,"-37.8128794732693, 144.96145448655"
2022,72,105726,110707,Joan Rosanove Chambers 550 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Sao Bar & BBQ,"Shop A, 550 Lonsdale Street MELBOURNE VIC 3000",100,144.95600158025002,-37.81346261063083,"-37.81346261063083, 144.95600158025002"
2022,85,105746,105746,Melbourne Central 183-265 La Trobe Street MELBOURNE VIC 3000,Melbourne (CBD),Hoyts,Cinema Level 3 300 Lonsdale Street MELBOURNE VIC 3000,300,144.96283887063584,-37.8109017475,"-37.8109017475, 144.96283887063584"
2022,85,105748,105748,268-270 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Her Bar,"Ground & Part Level 2, 268-270 Lonsdale Street, MELBOURNE VIC 3000",40,144.96414510925,-37.81148566819091,"-37.81148566819091, 144.96414510925"
2022,87,106057,106057,106 Little Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Troika Bar,Ground 106 Little Lonsdale Street MELBOURNE VIC 3000,60,144.96858968255,-37.80915143474398,"-37.80915143474398, 144.96858968255"
2023,16,108532,108532,Cavendish House Apartments 27-37 Russell Street MELBOURNE VIC 3000,Melbourne (CBD),Whiskey Den,"Lot 2B, Ground 27 Russell Street MELBOURNE VIC 3000",40,144.9692476162641,-37.81598739985,"-37.81598739985, 144.9692476162641"
2023,33,108067,108067,103-105 Queen Street MELBOURNE VIC 3000,Melbourne (CBD),Chaise Lounge,Basement 105 Queen Street MELBOURNE VIC 3000,140,144.96081186462072,-37.816154899500006,"-37.816154899500006, 144.96081186462072"
2023,46,105962,105962,Council House 2 218-242 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Glamp Bar,"Shop 1, 236 Little Collins Street MELBOURNE VIC 3000",200,144.96680036332666,-37.8141314686,"-37.8141314686, 144.96680036332666"
2023,48,101113,101113,59-63 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Madame Brussels,Level 3 59-63 Bourke Street MELBOURNE VIC 3000,256,144.9715655659,-37.81212342700134,"-37.81212342700134, 144.9715655659"
2023,55,101193,101193,General Post Office 338-352 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Alto Event Space,Office T03 338-352 Bourke Street MELBOURNE VIC 3000,400,144.96328859745,-37.813603510656634,"-37.813603510656634, 144.96328859745"
2023,64,105704,105704,377-381 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Trapt Bar & Escape Rooms,"Unit 1, 377 Lonsdale Street MELBOURNE VIC 3000",331,144.96145448655,-37.8128794732693,"-37.8128794732693, 144.96145448655"
2023,85,105746,105746,Melbourne Central 183-265 La Trobe Street MELBOURNE VIC 3000,Melbourne (CBD),Hoyts,Cinema Level 3 300 Lonsdale Street MELBOURNE VIC 3000,300,144.96283887063584,-37.8109017475,"-37.8109017475, 144.96283887063584"
2023,423,109714,109714,345 Victoria Street WEST MELBOURNE VIC 3003,West Melbourne (Residential),Benchwarmer,Ground 345 Victoria Street WEST MELBOURNE VIC 3003,90,144.9499612966,-37.80546285827148,"-37.80546285827148, 144.9499612966"
2023,424,109709,109709,313 Victoria Street WEST MELBOURNE VIC 3003,West Melbourne (Residential),White Bark Wine,Ground 313 Victoria Street WEST MELBOURNE VIC 3003,50,144.95109253555,-37.80556535749169,"-37.80556535749169, 144.95109253555"
2023,618,109993,109993,178-226 Wellington Parade EAST MELBOURNE VIC 3002,East Melbourne,Hotel Pullman on The Park,Pullman Melbourne on the Park 192 Wellington Parade EAST MELBOURNE VIC 3002,280,144.9834985310669,-37.81582309525,"-37.81582309525, 144.9834985310669"
2023,803,111175,110477,Crown Entertainment Complex 8 Whiteman Street SOUTHBANK VIC 3006,Southbank,Crown Entertainment Complex,Crown Entertainment Complex Crown Casino 8 Whiteman Street SOUTHBANK VIC 3006,320,144.95833415319856,-37.8231615915,"-37.8231615915, 144.95833415319856"
2023,804,110537,110537,1-27 South Wharf Promenade SOUTH WHARF VIC 3006,Southbank,The Boatbuilders Yard,23 South Wharf Promenade SOUTH WHARF VIC 3006,1438,144.953427152051,-37.8243151474,"-37.8243151474, 144.953427152051"
2002,32,102117,102117,500-514 Collins Street MELBOURNE 3000,Melbourne (CBD),Menzies Tavern,"Part Level 1, 525 Collins Street MELBOURNE 3000",250,144.9574852972072,-37.81756404569752,"-37.81756404569752, 144.9574852972072"
2002,35,102141,102141,280-292 Collins Street MELBOURNE 3000,Melbourne (CBD),The Charles Dickens Tavern,"Basement , 290 Collins Street MELBOURNE 3000",450,144.96457927162226,-37.81563097004982,"-37.81563097004982, 144.96457927162226"
2002,58,103621,103621,174-192 Exhibition Street MELBOURNE 3000,Melbourne (CBD),CBD Cafe Bar,"Part Ground , 174-192 Exhibition Street MELBOURNE 3000",190,144.97060728433877,-37.811220324974286,"-37.811220324974286, 144.97060728433877"
2002,74,104662,104662,106-112 Hardware Street MELBOURNE 3000,Melbourne (CBD),Pugg Mahones Irish Bar,"Unit 1, 106-112 Hardware Street MELBOURNE 3000",200,144.96069018343826,-37.812137727331304,"-37.812137727331304, 144.96069018343826"
2002,115,104103,104103,34-38 Franklin Street MELBOURNE 3000,Melbourne (CBD),Mac's Hotel,34-38 Franklin Street MELBOURNE 3000,125,144.96162969079765,-37.8075203551069,"-37.8075203551069, 144.96162969079765"
2002,252,106244,106244,160-162 Lygon Street CARLTON 3053,Carlton,Bar Centrale,"Ground , 160 Lygon Street CARLTON 3053",500,144.96677971226654,-37.80344268484407,"-37.80344268484407, 144.96677971226654"
2003,58,103621,103621,174-192 Exhibition Street MELBOURNE 3000,Melbourne (CBD),CBD Cafe Bar,"Part Ground , 174-192 Exhibition Street MELBOURNE 3000",190,144.97060728433877,-37.811220324974286,"-37.811220324974286, 144.97060728433877"
2004,77,108573,108573,270 Russell Street MELBOURNE 3000,Melbourne (CBD),So'bar,"Ground , 270 Russell Street MELBOURNE 3000",90,144.96717342418577,-37.81011193346902,"-37.81011193346902, 144.96717342418577"
2004,87,106057,106057,106 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Troika Bar,106 Little Lonsdale Street MELBOURNE 3000,60,144.9685990930347,-37.8091527973733,"-37.8091527973733, 144.9685990930347"
2004,105,103301,103301,442-450 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Fluid Oz Bar,450 Elizabeth Street MELBOURNE 3000,365,144.96086818659967,-37.808309445012966,"-37.808309445012966, 144.96086818659967"
2004,115,103293,103293,502-504 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Stork Hotel,502-504 Elizabeth Street MELBOURNE 3000,180,144.9602753362627,-37.80718226960321,"-37.80718226960321, 144.9602753362627"
2004,131,108844,108844,1-5 Spencer Street DOCKLANDS 3005,Docklands,Holiday Inn Melbourne,1-5 Spencer Street DOCKLANDS 3005,130,144.9551020463571,-37.82272095673378,"-37.82272095673378, 144.9551020463571"
2005,11,103984,103984,566-580 Flinders Street MELBOURNE 3000,Melbourne (CBD),All Nations Bar,8 Flinders Street MELBOURNE 3000,100,144.95534589300536,-37.82071265823093,"-37.82071265823093, 144.95534589300536"
2005,11,103993,103993,508-514 Flinders Street MELBOURNE 3000,Melbourne (CBD),Waterside Hotel,508-514 Flinders Street MELBOURNE 3000,324,144.95715992705334,-37.820167373238576,"-37.820167373238576, 144.95715992705334"
2005,14,103172,103172,31-39 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),The Joint,"Unit 6, Floor 1, 35 Elizabeth Street MELBOURNE 3000",329,144.964321660097,-37.81742610667125,"-37.81742610667125, 144.964321660097"
2005,16,104018,104018,172-192 Flinders Street MELBOURNE 3000,Melbourne (CBD),Purple Emerald,"Ground , 191 Flinders Street MELBOURNE 3000",110,144.96857255170298,-37.816603996175985,"-37.816603996175985, 144.96857255170298"
2005,45,105960,105960,318-322 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Club F4,"Floor 2, 318-322 Little Collins Street MELBOURNE 3000",380,144.96401670012526,-37.81488232647624,"-37.81488232647624, 144.96401670012526"
2005,66,109436,109436,27-29 Tattersalls Lane MELBOURNE 3000,Melbourne (CBD),Section 8 Container Bar,27-29 Tattersalls Lane MELBOURNE 3000,100,144.96539897055217,-37.81176297225633,"-37.81176297225633, 144.96539897055217"
2005,95,109315,109315,407-409 Swanston Street MELBOURNE 3000,Melbourne (CBD),Bunker Lounge Bar,"Unit 1, Basement , 407 Swanston Street MELBOURNE 3000",92,144.963192113967,-37.8089570116272,"-37.8089570116272, 144.963192113967"
2005,376,508976,110862,42 Courtney Street NORTH MELBOURNE 3051,North Melbourne,Metropolitan Hotel,42 Courtney Street NORTH MELBOURNE 3051,120,144.9541083709252,-37.80143144719856,"-37.80143144719856, 144.9541083709252"
2005,904,556742,556742,419-443 Royal Parade PARKVILLE 3052,Parkville,Vibe Hotel,419-443 Royal Parade PARKVILLE 3052,96,144.95882491805455,-37.78289972149981,"-37.78289972149981, 144.95882491805455"
2006,6,578325,573333,2 Swanston Street MELBOURNE 3000,Melbourne (CBD),The big Group,"Level 3, 2-0 Swanston Street MELBOURNE 3000",350,144.9699510419009,-37.8177791473443,"-37.8177791473443, 144.9699510419009"
2006,17,103925,103925,121-123 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Velour,"Unit 1, Gnd & Bmt , 121 Flinders Lane MELBOURNE 3000",350,144.97052296371248,-37.815673646380745,"-37.815673646380745, 144.97052296371248"
2006,27,102064,102064,69-71 Collins Street MELBOURNE 3000,Melbourne (CBD),The Trader Bar,"Basement , 71-71 Collins Street MELBOURNE 3000",280,144.97135862426046,-37.814345546299585,"-37.814345546299585, 144.97135862426046"
2006,33,105937,105937,443 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Sou Sol,"LwrGround , 25 Little Collins Street MELBOURNE 3000",200,144.96010676156988,-37.816397070511165,"-37.816397070511165, 144.96010676156988"
2006,35,109271,109271,125-133 Swanston Street MELBOURNE 3000,Melbourne (CBD),Hi Fi Bar & Ballroom,"Basement , 125 Swanston Street MELBOURNE 3000",800,144.96581108679962,-37.81472954745192,"-37.81472954745192, 144.96581108679962"
2006,54,109954,109954,15-19 Warburton Lane MELBOURNE 3000,Melbourne (CBD),Murmur,"Level 1, 15-19 Warburton Lane MELBOURNE 3000",50,144.96185558470438,-37.81381396853392,"-37.81381396853392, 144.96185558470438"
2006,57,101217,101217,124-128 Bourke Street MELBOURNE 3000,Melbourne (CBD),Welcome Stranger,"Ground , 124-128 Bourke Street MELBOURNE 3000",350,144.9692738016126,-37.812071111195024,"-37.812071111195024, 144.9692738016126"
2006,66,109392,109392,248-258 Swanston Street MELBOURNE 3000,Melbourne (CBD),Cookie,"Unit , Level 1, 252 Swanston Street MELBOURNE 3000",300,144.96528084701362,-37.811994212317146,"-37.811994212317146, 144.96528084701362"
2006,85,105746,105746,183-265 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Kingpin Melbourne Central Pty Ltd,"Shop 305, Level 3, 300-265 La Trobe Street MELBOURNE 3000",760,144.9628483153142,-37.810903109734795,"-37.810903109734795, 144.9628483153142"
2006,355,105636,105636,46-50 Leveson Street NORTH MELBOURNE 3051,North Melbourne,The Leveson,46-50 Leveson Street NORTH MELBOURNE 3051,400,144.95146865346058,-37.80370161232632,"-37.80370161232632, 144.95146865346058"
